"","aprovado_vaga","codigo_vaga","ultimo_cargo_candidato","area_interesse_candidato","nivel_candidato","formacao_candidato","cargo_vaga","cidade_vaga","ultimo_salario_candidato","nivel_ingles_candidato","nivel_espanhol_candidato","mediana_teste_ingles_candidato","mediana_teste_espanhol_candidato","mediana_teste_logica_candidato","mediana_teste_outros_candidato"
"12229","0","I","ADVOGADO","ADVOCACIA/JURIDICA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",250000,4,1,7.59999990463257,0,6.65000009536743,1.975
"12230","0","I","CONSULTOR","LOGISTICA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,3,8,0,7.17000007629395,7.25
"12231","0","I","ANALISTA","MARKETING","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",3800,4,1,7.5,0,6,6.10000014305115
"12232","0","I","TECNICO","SERVICOS TECNICOS","TECNICO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2000,3,0,5.65000009536743,0,7.32000017166138,1.3
"12233","0","I","ANALISTA","FINANCAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2000,3,0,6.40000009536743,0,3.99000000953674,5.90000009536743
"12234","0","I","ESTAGIARIO","QUALIDADE","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1500,3,0,6.875,0,5.98999977111816,4.54749999046326
"12235","0","I","ESTAGIARIO","COMPRAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,0,5.75,0,7.28999996185303,10
"12236","0","I","ESTAGIARIO","MARKETING","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,2,7.375,0,7.32000017166138,7
"12237","0","I","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",4268,4,2,6.75,5.75,7.98999977111816,7
"12238","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",850,3,0,6.59999990463257,0,8.57999992370605,9.34999990463257
"12239","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","PROGRAMA TRAINEE","NULL",1500,4,0,5,0,6.65000009536743,5.40000009536743
"12240","0","I","ADMINISTRATIVO","OUTROS","AUXILIAR/OPERACIONAL","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","PROGRAMA TRAINEE","NULL",0,0,0,0,0,0,2.5
"12241","0","I","ESTAGIARIO","ADMINISTRACAO","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",800,2,0,4.5,0,8,2.90000009536743
"12242","0","I","ESTAGIARIO","COMERCIAL/VENDAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1500,4,3,6.125,0,5.62999987602234,5.5
"12243","1","I","ESTAGIARIO","INDUSTRIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2600,3,0,7.5,0,8.5,8
"12244","0","I","ESTAGIARIO","INDUSTRIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",3600,3,0,8,0,9.32999992370605,9.19999980926514
"12245","0","I","ANALISTA","ENGENHARIA","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",3500,3,1,4.75,0,4,1.69750000238419
"12246","0","I","ENGENHEIRO","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL MESTRADO","PROGRAMA TRAINEE","NULL",6000,4,0,6.75,5.25,8.57999992370605,6.59999990463257
"12247","1","I","SUPERVISOR","MARKETING","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,1,9.40999984741211,0,7.19999980926514,9
"12248","0","I","AUXILIAR","ENGENHARIA","TECNICO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,2,6.75,0,7.92000007629395,8.5
"12249","0","I","AUXILIAR","ENGENHARIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1400,3,0,4.00999999046326,0,6.16499996185303,3.79999995231628
"12250","0","I","GESTOR","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",3000,4,2,7,6,7.98999977111816,7.19999980926514
"12251","0","I","OUTROS","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1200,4,1,7.40000009536743,0,7.98999977111816,9.30000019073486
"12252","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","PROGRAMA TRAINEE","NULL",0,4,0,5.5,0,5.69999980926514,6.59999990463257
"12253","0","I","ANALISTA","FINANCAS","PLENO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",5500,3,2,7.65000009536743,0,6.65999984741211,8.59999990463257
"12254","1","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",0,4,0,2.9,0,3.85,8.5
"12255","1","I","ANALISTA","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,2,6.90000009536743,0,0,9.19999980926514
"12256","0","I","AUXILIAR","TRADUCAO/INTERPRETACAO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",788,3,3,5.5,0,7.32000017166138,5.19999980926514
"12257","0","I","CONSULTOR","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,0,6.75,0,8.00500011444092,8.19999980926514
"12258","0","I","NAO CLASSIFICADO","ADMINISTRACAO","NULL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,2,8.5,8,7.32999992370605,9
"12259","0","I","ENGENHEIRO","INDUSTRIA","PLENO","POS-GRADUACAO NO NIVEL MESTRADO","PROGRAMA TRAINEE","NULL",5000,3,1,1.2,0,7.32000017166138,7.19999980926514
"12260","0","I","ASSISTENTE","ENGENHARIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",250,4,1,6.75,5,6.20000004768372,6.30000019073486
"12261","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1300,3,1,1.125,0,6.46399998664856,5.90000009536743
"12262","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1000,4,2,7.46000003814697,0,8,7
"12263","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1000,4,1,8,0,4.66200017929077,5.09999990463257
"12264","0","I","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,0,6.125,0,8,5
"12265","0","I","TECNICO","INDUSTRIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","PROGRAMA TRAINEE","NULL",4790,4,1,6.75,0,6.67000007629395,3.79999995231628
"12266","0","I","OUTROS","MARKETING","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,1,7.98999977111816,3.75,5.32000017166138,7.70000004768372
"12267","0","I","ENGENHERIO","ADMINISTRACAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,0,5.5,5,8,8.5
"12268","1","I","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,2,8.68499994277954,0,7.32999992370605,9.19999980926514
"12269","0","I","ASSISTENTE","COMPRAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,0,6.625,0,8,5.40000009536743
"12270","0","I","ANALISTA","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1000,3,1,5.26500010490417,0,6.65999984741211,6.5
"12271","0","I","NAO CLASSIFICADO","ENGENHARIA","NULL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,0,6.88000011444092,0,7.34000015258789,8
"12272","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",0,3,4,6,0,8,9
"12273","1","I","ESTAGIARIO","MARKETING","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,2,9,0,6.65999984741211,10
"12274","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1500,4,3,7.5,0,9,8.19999980926514
"12275","0","I","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,3,6.375,0,6.65999984741211,9.15000009536743
"12276","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1100,3,0,8.25,0,4.65999984741211,8.5
"12277","1","I","CONSULTOR","PRODUCAO","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2000,4,1,7.125,4.75,8,8.19999980926514
"12278","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",0,4,0,7.75,0,7.5,7.65000009536743
"12279","0","I","CONSULTOR","QUALIDADE","JUNIOR/TRAINEE","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",2100,3,2,7.5,0,7.09999990463257,5.54999995231628
"12280","0","I","TECNICO","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL MESTRADO","PROGRAMA TRAINEE","NULL",2709,4,1,6.375,6.25,8.67000007629395,5.84999990463257
"12281","0","I","TECNICO","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","PROGRAMA TRAINEE","NULL",4919,4,0,8,0,7.32999992370605,8
"12282","0","I","SUPERVISOR","ENGENHARIA","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2306,3,1,5.25,0,6,5.80000019073486
"12283","0","I","ESTAGIARIO","PRODUCAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",850,4,1,7.75,4.75,9.11999988555908,10
"12284","0","I","EMPREENDEDOR","MARKETING","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",4000,4,0,6.75,0,6.67000007629395,8.59999990463257
"12285","0","I","GESTOR","INDUSTRIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1300,4,0,6.875,0,4.66200017929077,7.59999990463257
"12286","0","I","OPERADOR","ENGENHARIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",5500,3,1,6.75,0,7.32999992370605,6
"12287","0","I","OUTROS","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",3000,4,2,6.5,0,8,10
"12288","0","I","ANALISTA","SSMA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",3000,3,2,3.5,0,4.98999989032745,4.5
"12289","0","I","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2060,4,1,7.25,4.75,6.65999984741211,6.40000009536743
"12290","0","I","ESTAGIARIO","COMERCIAL/VENDAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",900,2,1,5.375,0,3.99000000953674,7
"12291","0","I","ENGENHERIO","ENGENHARIA","ESTAGIO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","PROGRAMA TRAINEE","NULL",2000,3,1,4.6949999332428,0,7.34000015258789,6.69999980926514
"12292","0","I","ENGENHEIRO","MARKETING","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,1,6.75,0,7.59999990463257,5.19999980926514
"12293","0","I","GESTOR","COMERCIAL/VENDAS","GERENCIA","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,0,7.25,4.5,6,6.40000009536743
"12294","0","I","AUXILIAR","TECNOLOGIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,2,0,7,0,7,3.59999990463257
"12295","0","I","ESTAGIARIO","INDUSTRIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",500,2,1,5,0,5.29999995231628,6.5
"12296","0","I","ESTAGIARIO","ADMINISTRACAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,0,7.5,0,0,8.09999990463257
"12297","0","I","PESQUISADOR","RELACIONAMENTO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1600,4,2,7.36999988555908,0,6.03000020980835,2.50999999046326
"12298","0","I","ESTAGIARIO","GESTAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1850,4,0,8,0,6,8.19999980926514
"12299","0","I","NAO CLASSIFICADO","ENGENHARIA","NULL","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",0,0,0,2,0,8,7
"12300","0","I","ESTAGIARIO","AGRONOMIA","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",0,4,1,6.75,0,6.67000007629395,7.59999990463257
"12301","0","I","CONSULTOR","LOGISTICA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,1,8.75999975204468,0,8.39999961853027,3.2
"12302","0","I","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2278,2,2,6.5,4.25,7.32000017166138,6.45000004768372
"12303","1","I","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",4865,3,2,6.54999995231628,0,7.92000007629395,7.5
"12304","0","I","GESTOR","TECNOLOGIA","PLENO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,0,0,0,8,6.69999980926514
"12305","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1500,3,2,10,0,8.65999984741211,9.75
"12306","0","I","ESTAGIARIO","SSMA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",550,2,1,5.5,0,6.72500014305115,5
"12307","0","I","ENGENHEIRO","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL MESTRADO","PROGRAMA TRAINEE","NULL",2500,2,1,7.25,0,6.65999984741211,8.19999980926514
"12308","0","I","ASSISTENTE","ADMINISTRACAO","TECNICO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",880,1,0,0,0,0,1.39999997615814
"12309","0","I","PROFESSOR","OUTROS","DIRETORIA","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",0,0,0,0,0,0,3.95000004768372
"12310","0","I","ANALISTA","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,1,1.3625,0,8.67000007629395,8
"12311","0","I","ANALISTA","ENGENHARIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",580,2,0,5.75,0,5.32999992370605,10
"12312","0","I","ESTAGIARIO","COMERCIAL/VENDAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2050,4,1,7.09999990463257,0,6.65999984741211,7.75
"12313","1","I","GESTOR","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,0,8.5,5.5,7.50500011444092,8
"12314","0","I","NAO CLASSIFICADO","RH","NULL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,2,1,4.98000001907349,0,6.01000022888184,7.19999980926514
"12315","0","I","ANALISTA","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2550,4,1,7.99499988555908,6.75,8.17000007629395,6.69999980926514
"12316","0","I","ASSISTENTE","MARKETING","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2300,2,2,4.75,0,0,3.20000004768372
"12317","0","I","OUTROS","TRADUCAO/INTERPRETACAO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",880,4,2,7.125,4.25,7.16499996185303,4.75
"12318","0","I","ANALISTA","ENGENHARIA","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","PROGRAMA TRAINEE","NULL",3220,3,1,4,3.25,6.65000009536743,5
"12319","0","I","ESTAGIARIO","BIOLOGICAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2300,4,2,8.31999969482422,0,7.32000017166138,8
"12320","0","I","PESQUISADOR","INDUSTRIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2250,3,1,5.75,0,6.65999984741211,7.40000009536743
"12321","0","I","ESTAGIARIO","COMPRAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1780,3,1,6.25,4.25,6.7350001335144,6.69999980926514
"12322","0","I","ANALISTA","FINANCAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,3,5.94000005722046,0,6.59999990463257,9.19999980926514
"12323","0","I","GESTOR","INDUSTRIA","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL MESTRADO","PROGRAMA TRAINEE","NULL",0,4,0,8.32999992370605,0,8.65799999237061,8.19999980926514
"12324","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,1,6.875,0,0,4
"12325","0","I","ESTAGIARIO","ENSINO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,0,6.125,0,5.98999977111816,7.69999980926514
"12326","0","I","ANALISTA","OUTROS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,0,0,0,0,0,9
"12327","0","I","ESTAGIARIO","CONSTRUÇÃO","ESTAGIO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","PROGRAMA TRAINEE","NULL",850,2,1,0,0,0,4
"12328","0","I","ENGENHERIO","CONSTRUÇÃO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",3500,1,0,5,0,7.32000017166138,6.40000009536743
"12329","0","I","ESTAGIARIO","INDUSTRIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1200,4,0,6.25,0,6.65999984741211,8
"12330","0","I","ESTAGIARIO","ADMINISTRACAO","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",1250,2,0,5.25,0,7.49499988555908,7.29999995231628
"12331","0","I","ANALISTA","RH","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2500,4,1,6.75,0,7.34000015258789,6.30000019073486
"12332","0","I","ESTAGIARIO","ENSINO","ESTAGIO","POS-GRADUACAO NO NIVEL MESTRADO","PROGRAMA TRAINEE","NULL",982,3,0,5.5,5.75,7.32999992370605,6.40000009536743
"12333","0","I","ANALISTA","ADMINISTRACAO","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",4070,1,0,2.5,0,9,6
"12334","0","I","ENGENHEIRO","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2470,4,2,7.25,6.75,7.33300018310547,10
"12335","0","I","PESQUISADOR","INDUSTRIA","TECNICO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,2,1,4.65000009536743,0,0,3.90000009536743
"12336","0","I","ADMINISTRATIVO","INDUSTRIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",970,4,2,6.375,0,7.66499996185303,4
"12337","0","I","PROFESSOR","TECNOLOGIA","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","PROGRAMA TRAINEE","NULL",2725,1,1,0,0,0,4.90000009536743
"12338","0","I","ANALISTA","MARKETING","AUXILIAR/OPERACIONAL","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","PROGRAMA TRAINEE","NULL",2800,2,1,4,0,7.34000015258789,4.80000019073486
"12339","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1270,0,0,5.25,0,0,2.40000009536743
"12340","0","I","ANALISTA","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1675,3,1,5.5,0,5.32999992370605,5.5
"12341","1","I","EMPREENDEDOR","INDUSTRIA","PLENO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",4200,4,2,8.75,0,8.01000022888184,2.50999999046326
"12342","0","I","SUPERVISOR","FINANCAS","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1600,3,0,8.77500009536743,0,7.32000017166138,7.59999990463257
"12343","0","I","ADMINISTRATIVO","FINANCAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",1400,3,0,4.91000008583069,0,7.19999980926514,6
"12344","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,3,2,8,0,9.19999980926514,9.19999980926514
"12345","0","I","OUTROS","INDUSTRIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",900,4,2,7,4.75,6.83299994468689,3.70000004768372
"12346","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",400,3,1,5.25,3.75,8.65999984741211,6.19999980926514
"12347","0","I","CONSULTOR","RELACIONAMENTO","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",3000,4,2,0,0,0,5.90000009536743
"12348","0","I","ESTAGIARIO","OUTROS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,0,0,7,0,0,5.69999980926514
"12349","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",520,4,1,6,0,8.01000022888184,7.59999990463257
"12350","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1000,4,0,1.8,0,6.65000009536743,5
"12351","0","I","ESTAGIARIO","BIOLOGICAS","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",0,4,0,6.375,0,8.65999984741211,4.59999990463257
"12352","0","I","ESTAGIARIO","COMERCIAL/VENDAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1400,2,0,6.5,0,8.65999984741211,8
"12353","0","I","NAO CLASSIFICADO","ADMINISTRACAO","NULL","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",0,2,2,3.75,0,8,7.40000009536743
"12354","0","I","ESTAGIARIO","LOGISTICA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,1,7.5,0,7.98999977111816,8.25
"12355","0","I","PESQUISADOR","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",0,4,3,1.8,0,1.1,8.19999980926514
"12356","0","I","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1700,2,1,5.875,0,7.18999981880188,8.30000019073486
"12357","0","I","ANALISTA","FINANCAS","PLENO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1700,4,0,0,0,0,4.19999980926514
"12358","1","I","OUTROS","GESTAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1000,4,2,8,0,7,9
"12359","0","I","PROFESSOR","ATEND. A CLIENTE","PLENO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2800,3,2,8,6.25,8,6.70000004768372
"12360","0","I","ESTAGIARIO","COMERCIAL/VENDAS","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","PROGRAMA TRAINEE","NULL",0,3,1,7.25,0,6.32500004768372,7.30000019073486
"12361","0","I","ANALISTA","COMERCIAL/VENDAS","PLENO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2800,3,4,5.5,6.25,8.65999984741211,7.19999980926514
"12362","0","I","ESTAGIARIO","INDUSTRIA","ESTAGIO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","PROGRAMA TRAINEE","NULL",0,2,1,4.625,0,3.30999994277954,3.90000009536743
"12363","0","I","ANALISTA","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",1300,2,1,3.75,5,5,3.95000004768372
"12364","1","I","TECNICO","ENGENHARIA","TECNICO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",2800,4,2,7.5,0,10,7.84999990463257
"12365","0","I","ASSISTENTE","GESTAO","PLENO","FORMACAO SUPERIOR COMPLETA","PROGRAMA TRAINEE","NULL",3400,4,1,4.80000019073486,0,10,4.90000009536743
